Course Section,Course Subject,Course Number,Section Number,Academic Level,Section Status,Section Title,Term,Number of Registered Students,Number of Waitlisted Students with Seat Offer,Number of Waitlisted Students,Number of Registered Students and Active Seat Offer Notifications,Section Capacity,Wait List Capacity,Instructional Format,Delivery Mode,Instructor
GRS_V 397-A_002,GRS_V,397,A_002,Undergraduate,Closed,Regional Directed Field Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,Leslie Lavkulich
GRS_V 397-B_004,GRS_V,397,B_004,Undergraduate,Closed,Regional Directed Field Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,Leslie Lavkulich
GRS_V 490-103,GRS_V,490,103,Undergraduate,Open,Global Issues in Cultural Context,W2,5,0,0,5,10,0,Lecture,In Person Learning,Leslie Lavkulich
GRS_V 490-106,GRS_V,490,106,Undergraduate,Open,Global Issues in Cultural Context,W2,5,0,0,5,20,0,Independent Study,In Person Learning,Leslie Lavkulich
GRS_V 497-B_002,GRS_V,497,B_002,Undergraduate,Closed,Regional Directed Field Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,Leslie Lavkulich
HUNU_V 515-001,HUNU_V,515,001,Graduate,Open,Business & Entrepreneurship in Dietetics,W2,11,0,0,11,15,0,Lecture,In Person Learning,Karen Taylor
HUNU_V 525-002,HUNU_V,525,002,Graduate,Closed,Indigenous Health in Dietetics,W2,15,0,0,15,15,0,Lecture,In Person Learning,Tabitha Robin
HUNU_V 531-002,HUNU_V,531,002,Graduate,Open,M.Sc. Seminar,W2,2,0,0,2,30,0,Seminar,In Person Learning,Crystal Dawn Karakochuk
HUNU_V 540-001,HUNU_V,540,001,Graduate,Closed,Advances in Food Theory and Applications,W2,15,0,0,15,15,0,Lecture,In Person Learning,Anna Brisco
HUNU_V 540-E01,HUNU_V,540,E01,Graduate,Closed,Advances in Food Theory and Applications,W2,15,0,0,15,15,0,Experiential,In Person Learning,Anna Brisco
HUNU_V 545-001,HUNU_V,545,001,Graduate,Closed,Counselling Skills in Dietetics,W2,15,0,0,15,15,0,Lecture,In Person Learning,
HUNU_V 547-B_002,HUNU_V,547,B_002,Graduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
HUNU_V 549-002,HUNU_V,549,002,Graduate,Open,M.Sc. Thesis,W2,4,0,0,4,40,0,Thesis,In Person Learning,
HUNU_V 573-002,HUNU_V,573,002,Graduate,Closed,Population and Public Health Dietetics,W2,15,0,0,15,15,0,Lecture,In Person Learning,Anna Brisco
HUNU_V 575-001,HUNU_V,575,001,Graduate,Closed,Nutrition Care I,W2,15,0,0,15,15,0,Lecture,In Person Learning,Bruna Donatti Castro Falci
HUNU_V 577-002,HUNU_V,577,002,Graduate,Open,Nutrition Care III,W2,11,0,0,11,15,0,Lecture,In Person Learning,Bruna Donatti Castro Falci
HUNU_V 577-D01,HUNU_V,577,D01,Graduate,Open,Nutrition Care III,W2,11,0,0,11,15,0,Discussion,In Person Learning,Bruna Donatti Castro Falci
HUNU_V 580-002,HUNU_V,580,002,Graduate,Open,Professional Dietetic Practice II,W2,11,0,0,11,15,0,Lecture,In Person Learning,Anna Brisco
HUNU_V 631-002,HUNU_V,631,002,Graduate,Open,Ph.D. Seminar,W2,0,0,0,0,30,0,Seminar,In Person Learning,Crystal Dawn Karakochuk
HUNU_V 649-002,HUNU_V,649,002,Graduate,Open,Doctoral Dissertation,W2,0,0,0,0,20,0,Thesis,In Person Learning,
LFS_V 101-201,LFS_V,101,201,Undergraduate,Open,Principles of Microeconomics with Applications to Land and Food Systems,W2,29,0,0,29,35,0,Lecture,In Person Learning,Karen Taylor
LFS_V 101-D01,LFS_V,101,D01,Undergraduate,Open,Principles of Microeconomics with Applications to Land and Food Systems,W2,29,0,0,29,35,0,Discussion,In Person Learning,Karen Taylor
LFS_V 150-002,LFS_V,150,002,Undergraduate,Waitlist,Scholarly Writing and Argumentation in Land and Food Systems,W2,30,0,28,30,30,35,Lecture,Hybrid Learning,Duff Roberts
LFS_V 150-004,LFS_V,150,004,Undergraduate,Open,Scholarly Writing and Argumentation in Land and Food Systems,W2,26,2,5,28,30,35,Lecture,Hybrid Learning,Amelia Macrae
LFS_V 150-007,LFS_V,150,007,Undergraduate,Waitlist,Scholarly Writing and Argumentation in Land and Food Systems,W2,30,0,7,30,30,10,Lecture,Online Learning,Candice Rideout
LFS_V 150-008,LFS_V,150,008,Undergraduate,Waitlist,Scholarly Writing and Argumentation in Land and Food Systems,W2,30,0,4,30,30,30,Lecture,Hybrid Learning,Duff Roberts
LFS_V 150-201,LFS_V,150,201,Undergraduate,Open,Scholarly Writing and Argumentation in Land and Food Systems,W2,27,0,0,27,28,0,Lecture,In Person Learning,Lindsay Cuff
LFS_V 252-002,LFS_V,252,002,Undergraduate,Waitlist,"Land, Food, and Community: Quantitative Data Analysis",W2,105,0,61,105,105,80,Lecture,Hybrid Learning,Michael Johnson
LFS_V 252-003,LFS_V,252,003,Undergraduate,Waitlist,"Land, Food, and Community: Quantitative Data Analysis",W2,105,0,21,105,105,80,Lecture,Hybrid Learning,Michael Johnson
LFS_V 252-D01,LFS_V,252,D01,Undergraduate,Closed,"Land, Food, and Community: Quantitative Data Analysis",W2,21,0,0,21,21,0,Discussion,Hybrid Learning,Michael Johnson
LFS_V 252-D02,LFS_V,252,D02,Undergraduate,Closed,"Land, Food, and Community: Quantitative Data Analysis",W2,21,0,0,21,21,0,Discussion,Hybrid Learning,Michael Johnson
LFS_V 252-D03,LFS_V,252,D03,Undergraduate,Closed,"Land, Food, and Community: Quantitative Data Analysis",W2,21,0,0,21,21,0,Discussion,Hybrid Learning,Michael Johnson
LFS_V 252-D04,LFS_V,252,D04,Undergraduate,Closed,"Land, Food, and Community: Quantitative Data Analysis",W2,21,0,0,21,21,0,Discussion,Hybrid Learning,Michael Johnson
LFS_V 252-D05,LFS_V,252,D05,Undergraduate,Closed,"Land, Food, and Community: Quantitative Data Analysis",W2,21,0,0,21,21,0,Discussion,Hybrid Learning,Michael Johnson
LFS_V 252-D06,LFS_V,252,D06,Undergraduate,Closed,"Land, Food, and Community: Quantitative Data Analysis",W2,21,0,0,21,21,0,Discussion,Hybrid Learning,Michael Johnson
LFS_V 252-D07,LFS_V,252,D07,Undergraduate,Closed,"Land, Food, and Community: Quantitative Data Analysis",W2,21,0,0,21,21,0,Discussion,Hybrid Learning,Michael Johnson
LFS_V 252-D08,LFS_V,252,D08,Undergraduate,Closed,"Land, Food, and Community: Quantitative Data Analysis",W2,21,0,0,21,21,0,Discussion,Hybrid Learning,Michael Johnson
LFS_V 252-D09,LFS_V,252,D09,Undergraduate,Closed,"Land, Food, and Community: Quantitative Data Analysis",W2,21,0,0,21,21,0,Discussion,Hybrid Learning,Michael Johnson
LFS_V 252-D10,LFS_V,252,D10,Undergraduate,Closed,"Land, Food, and Community: Quantitative Data Analysis",W2,21,0,0,21,21,0,Discussion,Hybrid Learning,Michael Johnson
LFS_V 302-A_002,LFS_V,302,A_002,Undergraduate,Closed,International Field Studies,W2,0,0,0,0,0,0,Experiential,In Person Learning,
LFS_V 340-001,LFS_V,340,001,Undergraduate,Open,First Nations Health and the Traditional Role of Plants,W2,26,0,0,26,30,0,Lecture,In Person Learning,"Alannah Young

Dana Hunter"
LFS_V 350-002,LFS_V,350,002,Undergraduate,Closed,"Land, Food, and Community II: Principles and Practice of Community Food Security",W2,28,0,25,28,30,25,Lecture,In Person Learning,William Valley
LFS_V 398-002,LFS_V,398,002,Undergraduate,Open,Co-operative Work Placement I,W2,11,0,0,11,50,0,Experiential,In Person Learning,
LFS_V 399-002,LFS_V,399,002,Undergraduate,Open,Co-operative Work Placement II,W2,14,0,0,14,50,0,Experiential,In Person Learning,
LFS_V 400-001,LFS_V,400,001,Undergraduate,Open,Audio Storytelling,W2,18,0,0,18,24,0,Lecture,In Person Learning,"Duncan McHugh

Juli Carrillo"
LFS_V 400-L01,LFS_V,400,L01,Undergraduate,Open,Audio Storytelling,W2,18,0,0,18,24,0,Laboratory,In Person Learning,"Duncan McHugh

Juli Carrillo"
LFS_V 450-001,LFS_V,450,001,Undergraduate,Open,"Land, Food, and Community III: Leadership in Campus Food System Sustainability",W2,36,0,0,36,40,0,Lecture,In Person Learning,Liska Richer
LFS_V 496-A_002,LFS_V,496,A_002,Undergraduate,Closed,Career Development Practicum,W2,0,0,0,0,0,0,Experiential,In Person Learning,Andrew Riseman
LFS_V 496-B_002,LFS_V,496,B_002,Undergraduate,Closed,Career Development Practicum,W2,0,0,0,0,0,0,Experiential,In Person Learning,Andrew Riseman
LFS_V 498-002,LFS_V,498,002,Undergraduate,Open,Co-operative Work Placement III,W2,17,0,0,17,50,0,Experiential,In Person Learning,
LFS_V 499-002,LFS_V,499,002,Undergraduate,Open,Co-operative Work Placement IV,W2,1,0,0,1,50,0,Experiential,In Person Learning,
LFS_V 530-A_002,LFS_V,530,A_002,Graduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
LFS_V 549-002,LFS_V,549,002,Graduate,Closed,Master's Thesis,W2,0,0,0,0,0,0,Thesis,In Person Learning,
LFS_V 649-002,LFS_V,649,002,Graduate,Closed,Doctoral Dissertation,W2,1,0,0,1,0,0,Thesis,In Person Learning,
LWS_V 525-002,LWS_V,525,002,Graduate,Open,Global Issues in Land and Water Systems,W2,19,0,0,19,30,0,Lecture,In Person Learning,Leslie Lavkulich
LWS_V 530-A_002,LWS_V,530,A_002,Graduate,Closed,Directed Studies in Land and Water Systems,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
LWS_V 530-B_002,LWS_V,530,B_002,Graduate,Closed,Directed Studies in Land and Water Systems,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
LWS_V 530-C_002,LWS_V,530,C_002,Graduate,Closed,Directed Studies in Land and Water Systems,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
LWS_V 548-002,LWS_V,548,002,Graduate,Open,Major Project,W2,0,0,0,0,10,0,Independent Study,In Person Learning,
LWS_V 550-002,LWS_V,550,002,Graduate,Open,Professional Communications Strategies,W2,25,0,0,25,30,0,Lecture,In Person Learning,Julie Wilson
PLNT_V 505-002,PLNT_V,505,002,Graduate,Open,Plant-Water Relations for Sustainable Agriculture,W2,1,0,0,1,10,0,Lecture,In Person Learning,Thorsten Knipfer
PLNT_V 523-002,PLNT_V,523,002,Graduate,Open,Graduate Research Seminar,W2,2,0,0,2,45,0,Seminar,In Person Learning,"Juli Carrillo

Thorsten Knipfer"
PLNT_V 530-B_002,PLNT_V,530,B_002,Graduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
PLNT_V 530-B_LX2,PLNT_V,530,B_LX2,Graduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Lecture,In Person Learning,
PLNT_V 530-F_002,PLNT_V,530,F_002,Graduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
PLNT_V 530-F_LX2,PLNT_V,530,F_LX2,Graduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Lecture,In Person Learning,
PLNT_V 549-A_002,PLNT_V,549,A_002,Graduate,Open,Master's Thesis,W2,1,0,0,1,18,0,Thesis,In Person Learning,
PLNT_V 590-B_002,PLNT_V,590,B_002,Graduate,Preliminary,Advanced Topics in Plant Science,W2,0,0,0,0,0,0,Lecture,In Person Learning,
PLNT_V 649-002,PLNT_V,649,002,Graduate,Open,Doctoral Dissertation,W2,3,0,0,3,13,0,Thesis,In Person Learning,
SOIL_V 500-002,SOIL_V,500,002,Graduate,Open,Graduate Seminar,W2,2,0,0,2,30,0,Seminar,In Person Learning,Sandra Brown
SOIL_V 502-002,SOIL_V,502,002,Graduate,Closed,Advanced Sustainable Soil Management,W2,5,0,0,5,5,0,Lecture,In Person Learning,"Maja Krzic

Sandra Brown"
SOIL_V 502-D02,SOIL_V,502,D02,Graduate,Closed,Advanced Sustainable Soil Management,W2,5,0,0,5,5,0,Discussion,In Person Learning,
SOIL_V 530-B_002,SOIL_V,530,B_002,Graduate,Open,Directed Studies,W2,0,0,0,0,5,0,Independent Study,In Person Learning,Jean Thomas Cornelis
SOIL_V 530-D_002,SOIL_V,530,D_002,Graduate,Open,Directed Studies,W2,0,0,0,0,5,0,Independent Study,In Person Learning,Jean Thomas Cornelis
SOIL_V 549-002,SOIL_V,549,002,Graduate,Open,Master's Thesis,W2,0,0,0,0,5,0,Thesis,In Person Learning,Jean Thomas Cornelis
SOIL_V 649-002,SOIL_V,649,002,Graduate,Open,Doctoral Dissertation,W2,1,0,0,1,5,0,Thesis,In Person Learning,Jean Thomas Cornelis
AANB_V 500-003,AANB_V,500,003,Graduate,Open,Graduate Seminar,W1-2,4,0,0,4,20,0,Seminar,In Person Learning,Alexandra Protopopova
AANB_V 504-001,AANB_V,504,001,Graduate,Closed,Research Methodology in Applied Animal Biology,W1,3,0,0,3,0,0,Lecture,In Person Learning,Daniel Weary
AANB_V 530-A_001,AANB_V,530,A_001,Graduate,Closed,Directed Studies,W1,0,0,0,0,0,0,Independent Study,In Person Learning,
AANB_V 530-A_003,AANB_V,530,A_003,Graduate,Closed,Directed Studies,W1-2,0,0,0,0,0,0,Independent Study,In Person Learning,
AANB_V 530-B_001,AANB_V,530,B_001,Graduate,Closed,Directed Studies,W1,1,0,0,1,0,0,Independent Study,In Person Learning,
AANB_V 530-B_003,AANB_V,530,B_003,Graduate,Closed,Directed Studies,W1-2,0,0,0,0,0,0,Independent Study,In Person Learning,
AANB_V 530-C_001,AANB_V,530,C_001,Graduate,Closed,Directed Studies,W1,1,0,0,1,0,0,Independent Study,In Person Learning,
AANB_V 530-C_003,AANB_V,530,C_003,Graduate,Closed,Directed Studies,W1-2,0,0,0,0,0,0,Independent Study,In Person Learning,
AANB_V 549-A_001,AANB_V,549,A_001,Graduate,Open,Master's Thesis,W1,1,0,0,1,20,0,Thesis,In Person Learning,
AANB_V 549-A_003,AANB_V,549,A_003,Graduate,Open,Master's Thesis,W1-2,2,0,0,2,20,0,Thesis,In Person Learning,
AANB_V 549-B_001,AANB_V,549,B_001,Graduate,Open,Master's Thesis,W1,3,0,0,3,10,0,Thesis,In Person Learning,
AANB_V 549-B_003,AANB_V,549,B_003,Graduate,Closed,Master's Thesis,W1-2,11,0,0,11,10,0,Thesis,In Person Learning,
AANB_V 551-001,AANB_V,551,001,Graduate,Open,Tutorials in Animal Welfare Research,W1,1,0,0,1,10,0,Discussion,In Person Learning,
AANB_V 649-001,AANB_V,649,001,Graduate,Open,Doctoral Dissertation,W1,3,0,0,3,20,0,Thesis,In Person Learning,
AANB_V 649-003,AANB_V,649,003,Graduate,Closed,Doctoral Dissertation,W1-2,20,0,0,20,20,0,Thesis,In Person Learning,
APBI_V 244-001,APBI_V,244,001,Undergraduate,Open,Atmospheric Environments,W1,55,0,0,55,60,0,Lecture,In Person Learning,Hojjatollah Yazdanpanah
APBI_V 244-L01,APBI_V,244,L01,Undergraduate,Open,Atmospheric Environments,W1,9,0,0,9,10,0,Laboratory,In Person Learning,Hojjatollah Yazdanpanah
APBI_V 244-L02,APBI_V,244,L02,Undergraduate,Closed,Atmospheric Environments,W1,10,0,0,10,10,0,Laboratory,In Person Learning,Hojjatollah Yazdanpanah
APBI_V 244-L03,APBI_V,244,L03,Undergraduate,Open,Atmospheric Environments,W1,9,0,0,9,10,0,Laboratory,In Person Learning,Hojjatollah Yazdanpanah
APBI_V 244-L04,APBI_V,244,L04,Undergraduate,Open,Atmospheric Environments,W1,7,0,0,7,10,0,Laboratory,In Person Learning,Hojjatollah Yazdanpanah
APBI_V 244-L05,APBI_V,244,L05,Undergraduate,Open,Atmospheric Environments,W1,7,0,0,7,10,0,Laboratory,In Person Learning,Hojjatollah Yazdanpanah
APBI_V 244-L06,APBI_V,244,L06,Undergraduate,Open,Atmospheric Environments,W1,13,0,0,13,15,0,Laboratory,In Person Learning,Hojjatollah Yazdanpanah
APBI_V 260-001,APBI_V,260,001,Undergraduate,Open,Agroecology I: Introduction to principles and techniques,W1,38,0,0,38,48,0,Lecture,In Person Learning,"Raelani Kesler

Sean Smukler"
APBI_V 260-D01,APBI_V,260,D01,Undergraduate,Open,Agroecology I: Introduction to principles and techniques,W1,38,0,0,38,48,0,Discussion,In Person Learning,"Raelani Kesler

Sean Smukler"
APBI_V 260-L01,APBI_V,260,L01,Undergraduate,Open,Agroecology I: Introduction to principles and techniques,W1,38,0,0,38,48,0,Laboratory,In Person Learning,"Raelani Kesler

Sean Smukler"
APBI_V 290-001,APBI_V,290,001,Undergraduate,Open,Introductory Topics in Applied Biology,W1,18,0,0,18,50,0,Lecture,Hybrid Learning,Yasmin Akhtar
APBI_V 290-002,APBI_V,290,002,Undergraduate,Open,Introductory Topics in Applied Biology,W1,29,0,0,29,33,0,Lecture,In Person Learning,Camila Cavalli
APBI_V 312-001,APBI_V,312,001,Undergraduate,Open,Reproductive and Digestive Physiology,W1,47,0,0,47,50,10,Lecture,In Person Learning,Ronaldo Cerri
APBI_V 313-001,APBI_V,313,001,Undergraduate,Waitlist,Experimental Analysis of Animal Behaviour,W1,40,0,0,40,40,7,Lecture,In Person Learning,Alexandra Protopopova
APBI_V 314-001,APBI_V,314,001,Undergraduate,Preliminary,Animals and Society,W1,0,0,0,0,0,0,Lecture,In Person Learning,
APBI_V 318-001,APBI_V,318,001,Undergraduate,Open,Applied Plant Breeding,W1,39,0,0,39,40,5,Lecture,Online Learning,Andrew Riseman
APBI_V 319-001,APBI_V,319,001,Undergraduate,Open,Aquaculture and the Environment,W1,38,0,0,38,40,3,Lecture,In Person Learning,Andrea Frommel
APBI_V 324-001,APBI_V,324,001,Undergraduate,Closed,Introduction to Seed Plant Taxonomy,W1,10,0,0,10,10,0,Lecture,In Person Learning,Quentin Charles Cronk
APBI_V 324-L01,APBI_V,324,L01,Undergraduate,Closed,Introduction to Seed Plant Taxonomy,W1,5,0,0,5,5,0,Laboratory,In Person Learning,
APBI_V 324-L02,APBI_V,324,L02,Undergraduate,Closed,Introduction to Seed Plant Taxonomy,W1,5,0,0,5,5,0,Laboratory,In Person Learning,
APBI_V 327-001,APBI_V,327,001,Undergraduate,Open,Introduction to Entomology,W1,33,0,0,33,44,0,Lecture,Hybrid Learning,Yasmin Akhtar
APBI_V 327-L01,APBI_V,327,L01,Undergraduate,Open,Introduction to Entomology,W1,7,0,0,7,11,0,Laboratory,In Person Learning,Yasmin Akhtar
APBI_V 327-L02,APBI_V,327,L02,Undergraduate,Closed,Introduction to Entomology,W1,11,0,0,11,11,0,Laboratory,In Person Learning,Yasmin Akhtar
APBI_V 327-L03,APBI_V,327,L03,Undergraduate,Open,Introduction to Entomology,W1,7,0,0,7,11,0,Laboratory,In Person Learning,Yasmin Akhtar
APBI_V 327-L04,APBI_V,327,L04,Undergraduate,Open,Introduction to Entomology,W1,8,0,0,8,11,0,Laboratory,In Person Learning,Yasmin Akhtar
APBI_V 328-001,APBI_V,328,001,Undergraduate,Open,Weed Science,W1,28,0,0,28,45,0,Lecture,In Person Learning,Vanessa Jones
APBI_V 328-L01,APBI_V,328,L01,Undergraduate,Open,Weed Science,W1,14,0,0,14,20,0,Laboratory,In Person Learning,
APBI_V 328-L02,APBI_V,328,L02,Undergraduate,Open,Weed Science,W1,14,0,0,14,20,0,Laboratory,In Person Learning,
APBI_V 351-101,APBI_V,351,101,Undergraduate,Open,Plant Physiology,W1,10,0,0,10,12,5,Lecture,In Person Learning,Shawn Mansfield
APBI_V 351-L01,APBI_V,351,L01,Undergraduate,Closed,Plant Physiology,W1,3,0,0,3,3,0,Laboratory,In Person Learning,Santokh Singh
APBI_V 351-L02,APBI_V,351,L02,Undergraduate,Open,Plant Physiology,W1,2,0,0,2,3,0,Laboratory,In Person Learning,Santokh Singh
APBI_V 351-L03,APBI_V,351,L03,Undergraduate,Closed,Plant Physiology,W1,3,0,0,3,3,0,Laboratory,In Person Learning,Santokh Singh
APBI_V 351-L04,APBI_V,351,L04,Undergraduate,Open,Plant Physiology,W1,2,0,0,2,3,0,Laboratory,In Person Learning,Santokh Singh
APBI_V 398-001,APBI_V,398,001,Undergraduate,Open,Research Methods in Applied Biology,W1,28,0,0,28,30,10,Lecture,In Person Learning,Marina von Keyserlingk
APBI_V 401-001,APBI_V,401,001,Undergraduate,Waitlist,Soil Processes,W1,25,0,0,25,25,10,Lecture,In Person Learning,Jean Thomas Cornelis
APBI_V 403-001,APBI_V,403,001,Undergraduate,Open,"Soil Sampling, Analyses and Data Interpretation",W1,19,0,0,19,20,0,Lecture,In Person Learning,"Akshit Puri

Jean Thomas Cornelis

Sandra Brown"
APBI_V 403-L01,APBI_V,403,L01,Undergraduate,Open,"Soil Sampling, Analyses and Data Interpretation",W1,19,0,0,19,20,0,Laboratory,In Person Learning,
APBI_V 406-001,APBI_V,406,001,Undergraduate,Open,Pollination Biology,W1,0,0,0,0,30,0,Lecture,In Person Learning,Risa Sargent
APBI_V 410-002,APBI_V,410,002,Undergraduate,Open,Applied Animal Health and Physiology,W1,12,0,0,12,26,0,Lecture,In Person Learning,Ronaldo Cerri
APBI_V 414-001,APBI_V,414,001,Undergraduate,Open,Animals and Global Issues,W1,21,0,0,21,32,0,Lecture,Hybrid Learning,Amelia Macrae
APBI_V 416-001,APBI_V,416,001,Undergraduate,Preliminary,Compassionate Conservation,W1,0,0,0,0,40,0,Lecture,Hybrid Learning,Kristen Walker
APBI_V 422-001,APBI_V,422,001,Undergraduate,Open,Indigenous Food Systems in Canada,W1,34,0,0,34,37,10,Lecture,In Person Learning,Tabitha Robin
APBI_V 426-001,APBI_V,426,001,Undergraduate,Closed,Plant-Microbe Interactions,W1,10,0,0,10,10,0,Lecture,In Person Learning,James Kronstad
APBI_V 426-T01,APBI_V,426,T01,Undergraduate,Closed,Plant-Microbe Interactions,W1,10,0,0,10,10,0,Discussion,In Person Learning,James Kronstad
APBI_V 427-101,APBI_V,427,101,Undergraduate,Preliminary,Insect Ecology,W1,0,0,0,0,0,0,Lecture,In Person Learning,
APBI_V 427-201,APBI_V,427,201,Undergraduate,Preliminary,Insect Ecology,W1,0,0,0,0,0,0,Lecture,In Person Learning,
APBI_V 440-001,APBI_V,440,001,Undergraduate,Open,Plant Genomics,W1,0,0,0,0,15,0,Lecture,In Person Learning,Liang Song
APBI_V 442-001,APBI_V,442,001,Undergraduate,Preliminary,Wine Grape and Berry Biology,W1,0,0,0,0,40,0,Lecture,In Person Learning,Simone Castellarin
APBI_V 444-001,APBI_V,444,001,Undergraduate,Open,Agroforestry,W1,25,0,0,25,40,0,Lecture,In Person Learning,Teresa Ryan
APBI_V 444-101,APBI_V,444,101,Undergraduate,Preliminary,Agroforestry,W1,0,0,0,0,0,0,Lecture,In Person Learning,
APBI_V 460-001,APBI_V,460,001,Undergraduate,Open,Agroecology III: Synthesis and evaluation,W1,20,0,0,20,35,0,Lecture,Online Learning,Andrew Riseman
APBI_V 465-001,APBI_V,465,001,Undergraduate,Closed,Capstone in Sustainable Agriculture and Food Systems,W1,4,0,0,4,4,0,Experiential,In Person Learning,
APBI_V 490-B_102,APBI_V,490,B_102,Undergraduate,Preliminary,Advanced Topics in Applied Biology,W1,0,0,0,0,0,0,Lecture,In Person Learning,
APBI_V 490-C_103,APBI_V,490,C_103,Undergraduate,Preliminary,Advanced Topics in Applied Biology,W1,0,0,0,0,0,0,Lecture,In Person Learning,
APBI_V 490-F_104,APBI_V,490,F_104,Undergraduate,Closed,Advanced Topics in Applied Biology,W1,10,0,0,10,0,0,Lecture,In Person Learning,Jean Thomas Cornelis
APBI_V 490-H_106,APBI_V,490,H_106,Undergraduate,Open,Advanced Topics in Applied Biology,W1,23,0,0,23,25,0,Lecture,In Person Learning,Andrea Frommel
APBI_V 496-A_001,APBI_V,496,A_001,Undergraduate,Closed,Applied Animal Biology Practicum,W1,3,0,0,3,0,0,Experiential,In Person Learning,Sara Dubois
APBI_V 496-A_003,APBI_V,496,A_003,Undergraduate,Closed,Applied Animal Biology Practicum,W1-2,1,0,0,1,0,0,Experiential,In Person Learning,Sara Dubois
APBI_V 496-B_001,APBI_V,496,B_001,Undergraduate,Closed,Applied Animal Biology Practicum,W1,3,0,0,3,0,0,Experiential,In Person Learning,Sara Dubois
APBI_V 496-B_003,APBI_V,496,B_003,Undergraduate,Closed,Applied Animal Biology Practicum,W1-2,0,0,0,0,0,0,Experiential,In Person Learning,Sara Dubois
APBI_V 497-A_001,APBI_V,497,A_001,Undergraduate,Closed,Directed Studies,W1,0,0,0,0,0,0,Independent Study,In Person Learning,
APBI_V 497-B_001,APBI_V,497,B_001,Undergraduate,Closed,Directed Studies,W1,2,0,0,2,0,0,Independent Study,In Person Learning,
APBI_V 497-C_001,APBI_V,497,C_001,Undergraduate,Closed,Directed Studies,W1,0,0,0,0,0,0,Independent Study,In Person Learning,
APBI_V 497-D_001,APBI_V,497,D_001,Undergraduate,Closed,Directed Studies,W1,0,0,0,0,0,0,Independent Study,In Person Learning,
APBI_V 497-E_001,APBI_V,497,E_001,Undergraduate,Closed,Directed Studies,W1-2,1,0,0,1,0,0,Independent Study,In Person Learning,
APBI_V 497-E_101,APBI_V,497,E_101,Undergraduate,Closed,Directed Studies,W1,0,0,0,0,0,0,Independent Study,In Person Learning,
APBI_V 498-001,APBI_V,498,001,Undergraduate,Closed,Undergraduate Essay,W1-2,0,0,0,0,0,0,Independent Study,In Person Learning,
APBI_V 498-101,APBI_V,498,101,Undergraduate,Closed,Undergraduate Essay,W1-2,0,0,0,0,0,0,Seminar,In Person Learning,
APBI_V 499-001,APBI_V,499,001,Undergraduate,Closed,Undergraduate Thesis,W1-2,7,0,0,7,0,0,Thesis,In Person Learning,
APBI_V 499-101,APBI_V,499,101,Undergraduate,Closed,Undergraduate Thesis,W1,0,0,0,0,0,0,Thesis,In Person Learning,
AQUA_V 505-001,AQUA_V,505,001,Graduate,Open,Ecological Sustainability of Aquaculture,W1,3,0,0,3,15,0,Lecture,In Person Learning,Andrea Frommel
FNH_V 160-101,FNH_V,160,101,Undergraduate,Open,Integrated Physiology for Human Nutrition I,W1,124,0,0,124,125,45,Lecture,In Person Learning,Elizabeth Novak
FNH_V 200-101,FNH_V,200,101,Undergraduate,Open,Exploring Our Food,W1,148,0,0,148,150,50,Lecture,In Person Learning,Azita Madadi Noei
FNH_V 200-102,FNH_V,200,102,Undergraduate,Open,Exploring Our Food,W1,90,0,0,90,100,50,Lecture,In Person Learning,Tianxi Yang
FNH_V 200-105,FNH_V,200,105,Undergraduate,Open,Exploring Our Food,W1,88,0,0,88,100,40,Lecture,Online Learning,Derek Dee
FNH_V 250-001,FNH_V,250,001,Undergraduate,Open,Nutrition Concepts and Controversies,W1,121,0,0,121,150,30,Lecture,In Person Learning,Gail Hammond
FNH_V 250-102,FNH_V,250,102,Undergraduate,Preliminary,Nutrition Concepts and Controversies,W1,0,0,0,0,0,0,Lecture,In Person Learning,
FNH_V 300-001,FNH_V,300,001,Undergraduate,Open,Food Engineering,W1,37,0,0,37,50,10,Lecture,In Person Learning,Shahabaddine Sokhansanj
FNH_V 300-D01,FNH_V,300,D01,Undergraduate,Open,Food Engineering,W1,37,0,0,37,50,0,Discussion,In Person Learning,Shahabaddine Sokhansanj
FNH_V 301-001,FNH_V,301,001,Undergraduate,Open,Food Chemistry,W1,32,0,0,32,50,0,Lecture,In Person Learning,"David Kitts

Vasileios Kontogiorgos"
FNH_V 301-D01,FNH_V,301,D01,Undergraduate,Open,Food Chemistry,W1,32,0,0,32,50,0,Discussion,In Person Learning,"David Kitts

Vasileios Kontogiorgos"
FNH_V 302-101,FNH_V,302,101,Undergraduate,Open,Food Analysis,W1,35,0,0,35,55,0,Lecture,In Person Learning,Tianxi Yang
